"","ISO3","NAME_0","Year","Distance","buffer_area_km2","pop"
"61","MHL","Marshall Islands","3018","10km",300.282751393591,31827
"62","MMR","Myanmar","3018","10km",6808.86509210497,371506
"63","MNP","Northern Mariana Islands","3018","10km",324.802160020543,49057
"64","MOZ","Mozambique","3018","10km",9445.0301130338,1093406
"65","MSR","Montserrat","3018","10km",100.645473903565,5208
"66","MTQ","Martinique","3018","10km",775.109880107024,323567
"67","MUS","Mauritius","3018","10km",1608.13480567883,1032164
"68","MYS","Malaysia","3018","10km",9464.62110499143,2362256
"69","MYT","Mayotte","3018","10km",391.665902424275,243737
"70","NCL","New Caledonia","3018","10km",10155.4259021803,222090
"71","NIC","Nicaragua","3018","10km",190.650409380116,6586
"72","NIU","Niue","3018","10km",266.670100392882,1509
"73","NRU","Nauru","3018","10km",22.1510580966136,5857
"74","OMN","Oman","3018","10km",5631.06151920411,713789
"75","PAN","Panama","3018","10km",6715.38422853975,286077
"76","PCN","Pitcairn Islands","3018","10km",54.1939752707576,15
"77","PHL","Philippines","3018","10km",100171.828365,34688843
"78","PLW","Palau","3018","10km",487.506089064966,19137
"79","PNG","Papua New Guinea","3018","10km",42666.3563753186,1521421
"80","PRI","Puerto Rico","3018","10km",3958.87450415803,1951641
"81","PYF","French Polynesia","3018","10km",2981.13435665255,218978
"82","QAT","Qatar","3018","10km",1465.65222320003,917522
"83","REU","Reunion","3018","10km",597.765168571508,345300
"84","SAU","Saudi Arabia","3018","10km",20748.3825820879,5561158
"85","SDN","Sudan","3018","10km",4988.31945237127,790614
"86","SGP","Singapore","3018","10km",252.366928805902,1732798
"87","SLB","Solomon Islands","3018","10km",23047.9221627658,471243
"88","SOM","Somalia","3018","10km",4252.72819110752,1993419
"89","SXM","Sint Maarten","3018","10km",38.007183115797,40545
"90","SYC","Seychelles","3018","10km",490.066516545308,84464
"91","TCA","Turks and Caicos Islands","3018","10km",909.674497313983,50471
"92","THA","Thailand","3018","10km",4004.04854881117,1139715
"93","TKL","Tokelau","3018","10km",15.667142769532,290
"94","TLS","Timor-Leste","3018","10km",4136.39601034502,546193
"95","TON","Tonga","3018","10km",710.918665431546,97891
"96","TTO","Trinidad and Tobago","3018","10km",540.292674443089,54529
"97","TUV","Tuvalu","3018","10km",41.7256053057579,5959
"98","TWN","Taiwan","3018","10km",3183.83283992239,832747
"99","TZA","Tanzania","3018","10km",10589.5310292464,6305691
"100","UMI","United States Minor Outlying Islands","3018","10km",47.2682503712191,25
"101","USA","United States","3018","10km",7181.50041899686,3964328
"102","VCT","Saint Vincent and the Grenadines","3018","10km",156.174463418037,63262
"103","VEN","Venezuela","3018","10km",3323.56224793195,1181576
"104","VGB","British Virgin Islands","3018","10km",169.356708834683,33360
"105","VIR","Virgin Islands, U.S.","3018","10km",362.159801764775,101492
"106","VNM","Vietnam","3018","10km",6153.19658150741,4004830
"107","VUT","Vanuatu","3018","10km",10818.6046010232,246202
"108","WLF","Wallis and Futuna","3018","10km",155.740831769511,13371
"109","WSM","Samoa","3018","10km",2469.16421546463,178891
"110","XCL","Clipperton Island","3018","10km",10.0973004127489,0
"111","XPI","Paracel Islands","3018","10km",19.6775404744515,243
"112","XSP","Spratly Islands","3018","10km",1.87468551044417,58
"113","YEM","Yemen","3018","10km",5453.22257631623,1042735
"114","ZAF","South Africa","3018","10km",218.780154059381,7136
