"","GID_0","NAME_0","Year","Distance","NAME_1","buffer_area_km2","pop"
"1","USA","United States","2019","30km","California",122.809669863431,265432
"2","USA","United States","2019","30km","Florida",7099.07513890632,6104932
"3","USA","United States","2019","30km","Hawaii",11998.79708912,1367187
