"","ISO3","NAME_0","Year","Distance","buffer_area_km2","pop"
"57","LKA","Sri Lanka","2020","30km",15361.3023217586,5329490
"58","MAF","Saint-Martin","2020","30km",56.1677442916259,30657
"59","MDG","Madagascar","2020","30km",79187.6202112679,4631274
"60","MDV","Maldives","2020","30km",299.684623448732,253743
"61","MEX","Mexico","2020","30km",121407.925198156,10380623
"62","MHL","Marshall Islands","2020","30km",300.282751393591,33503
"63","MMR","Myanmar","2020","30km",22427.301147937,1983613
"64","MNP","Northern Mariana Islands","2020","30km",332.699275287931,47983
"65","MOZ","Mozambique","2020","30km",34541.7390629812,3089858
"66","MSR","Montserrat","2020","30km",100.645473903565,5269
"67","MTQ","Martinique","2020","30km",1117.98246840907,343381
"68","MUS","Mauritius","2020","30km",2027.40992123574,1330396
"69","MYS","Malaysia","2020","30km",35065.6161487195,7530163
"70","MYT","Mayotte","2020","30km",391.665902424275,261694
"71","NCL","New Caledonia","2020","30km",18825.3934459647,268650
"72","NIC","Nicaragua","2020","30km",2375.03913831073,36971
"73","NIU","Niue","2020","30km",266.670100392882,1864
"74","NRU","Nauru","2020","30km",22.1510580966136,6586
"75","OMN","Oman","2020","30km",24094.1830105833,1893952
"76","PAN","Panama","2020","30km",25277.2565545916,2219800
"77","PCN","Pitcairn Islands","2020","30km",54.1939752707576,14
"78","PHL","Philippines","2020","30km",204864.239103245,60292030
"79","PLW","Palau","2020","30km",487.506089064966,19162
"80","PNG","Papua New Guinea","2020","30km",98526.8299501269,2195841
"81","PRI","Puerto Rico","2020","30km",8970.45010990082,3111775
"82","PYF","French Polynesia","2020","30km",3063.78448663383,226577
"83","QAT","Qatar","2020","30km",6797.17626561575,2316221
"84","REU","Reunion","2020","30km",1968.46973711402,684141
"85","SAU","Saudi Arabia","2020","30km",65134.0920543634,9019377
"86","SDN","Sudan","2020","30km",18380.5410007278,1241165
"87","SGP","Singapore","2020","30km",697.024675790076,6185065
"88","SLB","Solomon Islands","2020","30km",28262.4960481698,536099
"89","SOM","Somalia","2020","30km",15845.2660476253,2571764
"90","SXM","Sint Maarten","2020","30km",38.007183115797,40026
"91","SYC","Seychelles","2020","30km",490.164991181113,84154
"92","TCA","Turks and Caicos Islands","2020","30km",991.45112604364,51335
"93","THA","Thailand","2020","30km",21231.8085903103,3926117
"94","TKL","Tokelau","2020","30km",15.667142769532,391
"95","TLS","Timor-Leste","2020","30km",12141.6463923683,1144040
"96","TON","Tonga","2020","30km",710.918665431546,97183
"97","TTO","Trinidad and Tobago","2020","30km",1373.12110075031,127147
"98","TUV","Tuvalu","2020","30km",41.7256053057579,6016
"99","TWN","Taiwan","2020","30km",9799.28134820353,8962473
"100","TZA","Tanzania","2020","30km",26726.7787988852,9163281
"101","UMI","United States Minor Outlying Islands","2020","30km",47.2682503712191,40
"102","USA","United States","2020","30km",19220.6818978897,7745316
"103","VCT","Saint Vincent and the Grenadines","2020","30km",397.945402476239,91344
"104","VEN","Venezuela","2020","30km",15143.8345547713,6808455
"105","VGB","British Virgin Islands","2020","30km",169.356708834683,33089
"106","VIR","Virgin Islands, U.S.","2020","30km",362.159801764775,99305
"107","VNM","Vietnam","2020","30km",26240.3894685524,11362380
"108","VUT","Vanuatu","2020","30km",12310.2208953126,261033
"109","WLF","Wallis and Futuna","2020","30km",155.740831769511,13229
"110","WSM","Samoa","2020","30km",2853.35947333388,182405
"111","XCL","Clipperton Island","2020","30km",10.0973004127489,0
"112","XPI","Paracel Islands","2020","30km",19.6775404555954,208
"113","XSP","Spratly Islands","2020","30km",1.87468551044417,110
"114","YEM","Yemen","2020","30km",20323.2962559217,2468876
"115","ZAF","South Africa","2020","30km",1062.39682248976,45498
