"","ISO3","NAME_0","Year","Distance","buffer_area_km2","pop"
"1","ABW","Aruba","3018","5km",181.938402839686,99297
"2","AIA","Anguilla","3018","5km",82.7588064675835,15465
"3","ARE","United Arab Emirates","3018","5km",881.463926075626,1617911
"4","ASM","American Samoa","3018","5km",223.40214236525,46785
"5","ATF","French Southern Territories","3018","5km",43.5804712349177,0
"6","ATG","Antigua and Barbuda","3018","5km",386.395902735527,71440
"7","AUS","Australia","3018","5km",16167.5686957137,243451
"8","BES","Bonaire, Sint Eustatius and Saba","3018","5km",309.340983790504,20798
"9","BHR","Bahrain","3018","5km",660.283188633023,1291741
"10","BHS","Bahamas","3018","5km",6051.37995804971,275673
"11","BLM","Saint-Barthélemy","3018","5km",24.7077714822599,5811
"12","BLZ","Belize","3018","5km",691.508153615451,79259
"13","BMU","Bermuda","3018","5km",68.0627244870921,65494
"14","BRA","Brazil","3018","5km",3557.54772332205,3524334
"15","BRB","Barbados","3018","5km",341.226912674534,233190
"16","BRN","Brunei","3018","5km",2.71540737101153,276
"17","CCK","Cocos Islands","3018","5km",13.7097441616949,471
"18","CHN","China","3018","5km",1892.54296040404,1459728
"19","COK","Cook Islands","3018","5km",261.315290585645,7090
"20","COL","Colombia","3018","5km",1189.89792209354,575170
"21","COM","Comoros","3018","5km",1280.80989931336,710760
"22","CRI","Costa Rica","3018","5km",1503.15646279113,135498
"23","CUB","Cuba","3018","5km",9146.2692567777,2060074
"24","CUW","Curaçao","3018","5km",435.977665055845,148530
"25","CXR","Christmas Island","3018","5km",135.171389995118,1713
"26","CYM","Cayman Islands","3018","5km",280.407609765878,55678
"27","DJI","Djibouti","3018","5km",1378.47469615092,534775
"28","DMA","Dominica","3018","5km",478.867011664598,63312
"29","DOM","Dominican Republic","3018","5km",4170.11421047638,1806918
"30","ECU","Ecuador","3018","5km",1141.96909632328,10853
"31","EGY","Egypt","3018","5km",7770.91132983167,718693
"32","ERI","Eritrea","3018","5km",3859.80971427108,242348
"33","FJI","Fiji","3018","5km",7069.31038682044,476874
"34","FSM","Micronesia","3018","5km",737.386017024602,77525
"35","GLP","Guadeloupe","3018","5km",822.881316289021,254915
"36","GRD","Grenada","3018","5km",320.203883120619,104640
"37","GTM","Guatemala","3018","5km",33.3718233812526,33
"38","GUM","Guam","3018","5km",508.608026931867,163090
"39","HKG","Hong Kong","3018","5km",8.17684245632503,223
"40","HND","Honduras","3018","5km",385.827941545897,152333
"41","HTI","Haiti","3018","5km",5112.02251677334,4363382
"42","IDN","Indonesia","3018","5km",115081.038025597,19550879
"43","IND","India","3018","5km",8357.52410843249,6439026
"44","IOT","British Indian Ocean Territory","3018","5km",64.4476741696049,0
"45","IRN","Iran","3018","5km",1403.28923746376,533714
"46","ISR","Israel","3018","5km",23.8978342228669,7429
"47","JAM","Jamaica","3018","5km",2398.9739205765,789420
"48","JOR","Jordan","3018","5km",136.201707674463,127104
"49","JPN","Japan","3018","5km",3370.03322819569,1377054
"50","KEN","Kenya","3018","5km",1918.71922742446,1572892
"51","KHM","Cambodia","3018","5km",306.990171894309,6229
"52","KIR","Kiribati","3018","5km",995.091859254912,66664
"53","KNA","Saint Kitts and Nevis","3018","5km",266.913167047753,50772
"54","KWT","Kuwait","3018","5km",115.109268599264,196649
"55","LCA","Saint Lucia","3018","5km",376.254684568775,137959
"56","LKA","Sri Lanka","3018","5km",1259.04281574406,1310288
"57","MAF","Saint-Martin","3018","5km",50.7911859984633,25688
