"","ISO3","NAME_0","Year","Distance","buffer_area_km2","pop"
"52","JPN","Japan","2020","50km",5064.93094272673,1548642
"53","KEN","Kenya","2020","50km",23124.5632751612,3982281
"54","KHM","Cambodia","2020","50km",10137.2355282511,1010741
"55","KIR","Kiribati","2020","50km",1012.08209593034,67096
"56","KNA","Saint Kitts and Nevis","2020","50km",267.120724961901,50873
"57","KWT","Kuwait","2020","50km",8264.732755232,2856747
"58","LCA","Saint Lucia","2020","50km",614.429762727122,159942
"59","LKA","Sri Lanka","2020","50km",29645.885379663,9367485
"60","MAF","Saint-Martin","2020","50km",56.1677442916259,30657
"61","MDG","Madagascar","2020","50km",142822.971712817,7057897
"62","MDV","Maldives","2020","50km",299.684623448732,253743
"63","MEX","Mexico","2020","50km",254865.498515207,15383383
"64","MHL","Marshall Islands","2020","50km",300.282751393591,33503
"65","MMR","Myanmar","2020","50km",46778.197825045,4281947
"66","MNP","Northern Mariana Islands","2020","50km",345.533353682873,47983
"67","MOZ","Mozambique","2020","50km",63906.6772648655,7514330
"68","MSR","Montserrat","2020","50km",100.645473903565,5269
"69","MTQ","Martinique","2020","50km",1117.98246840908,343381
"70","MUS","Mauritius","2020","50km",2027.40992123574,1330396
"71","MYS","Malaysia","2020","50km",70404.8810609073,12773615
"72","MYT","Mayotte","2020","50km",391.665902424275,261694
"73","NCL","New Caledonia","2020","50km",18825.3934459647,268650
"74","NIC","Nicaragua","2020","50km",8937.91207185182,141455
"75","NIU","Niue","2020","50km",266.670100392882,1864
"76","NRU","Nauru","2020","50km",22.1510580966136,6586
"77","OMN","Oman","2020","50km",47332.7409982877,2228148
"78","PAN","Panama","2020","50km",49588.7886510965,3182946
"79","PCN","Pitcairn Islands","2020","50km",54.1939752707576,14
"80","PHL","Philippines","2020","50km",252217.593972087,87439325
"81","PLW","Palau","2020","50km",487.506089064966,19162
"82","PNG","Papua New Guinea","2020","50km",139227.273432856,2463029
"83","PRI","Puerto Rico","2020","50km",8970.47374321587,3111775
"84","PYF","French Polynesia","2020","50km",3063.78448663383,226577
"85","QAT","Qatar","2020","50km",9991.56791828488,2406930
"86","REU","Reunion","2020","50km",2512.65206471435,840755
"87","SAU","Saudi Arabia","2020","50km",112595.941096225,10264298
"88","SDN","Sudan","2020","50km",32863.1811183137,1451957
"89","SGP","Singapore","2020","50km",697.024675791709,6185065
"90","SLB","Solomon Islands","2020","50km",28532.827572718,538742
"91","SOM","Somalia","2020","50km",29624.4796624008,2874315
"92","SXM","Sint Maarten","2020","50km",38.007183115797,40026
"93","SYC","Seychelles","2020","50km",490.164991181113,84154
"94","TCA","Turks and Caicos Islands","2020","50km",991.45112604364,51335
"95","THA","Thailand","2020","50km",42767.3528061366,6334736
"96","TKL","Tokelau","2020","50km",15.667142769532,391
"97","TLS","Timor-Leste","2020","50km",14750.7798034289,1331910
"98","TON","Tonga","2020","50km",710.918665431546,97183
"99","TTO","Trinidad and Tobago","2020","50km",2821.49632132873,513385
"100","TUV","Tuvalu","2020","50km",41.7256053057579,6016
"101","TWN","Taiwan","2020","50km",17870.6652290085,11524068
"102","TZA","Tanzania","2020","50km",42747.7819919597,10165757
"103","UMI","United States Minor Outlying Islands","2020","50km",47.2682503712191,40
"104","USA","United States","2020","50km",30827.7585715707,9592749
"105","VCT","Saint Vincent and the Grenadines","2020","50km",397.945402476239,91344
"106","VEN","Venezuela","2020","50km",28821.6932984562,10586365
"107","VGB","British Virgin Islands","2020","50km",169.356708834683,33089
"108","VIR","Virgin Islands, U.S.","2020","50km",362.159801764775,99305
"109","VNM","Vietnam","2020","50km",55032.9055844216,18907584
"110","VUT","Vanuatu","2020","50km",12318.9857731128,261200
"111","WLF","Wallis and Futuna","2020","50km",155.740831769511,13229
"112","WSM","Samoa","2020","50km",2853.35947333388,182405
"113","XCL","Clipperton Island","2020","50km",10.0973004127489,0
"114","XPI","Paracel Islands","2020","50km",19.6775404555954,208
"115","XSP","Spratly Islands","2020","50km",1.87468551044417,110
"116","YEM","Yemen","2020","50km",38705.8908965614,4627943
"117","ZAF","South Africa","2020","50km",2403.16249518889,77232
