"","ISO3","NAME_0","Year","Distance","buffer_area_km2","pop"
"64","MHL","Marshall Islands","2019","50km",300.282751393591,32781
"65","MMR","Myanmar","2019","50km",46778.197825045,3535660
"66","MNP","Northern Mariana Islands","2019","50km",345.533353682873,48887
"67","MOZ","Mozambique","2019","50km",63906.6772648655,7242650
"68","MSR","Montserrat","2019","50km",100.645473903565,5229
"69","MTQ","Martinique","2019","50km",1117.98246840908,352432
"70","MUS","Mauritius","2019","50km",2027.40992123574,1325576
"71","MYS","Malaysia","2019","50km",70404.8810609073,12650081
"72","MYT","Mayotte","2019","50km",391.665902424275,245401
"73","NCL","New Caledonia","2019","50km",18825.3934459647,264507
"74","NIC","Nicaragua","2019","50km",8937.91207185182,159724
"75","NIU","Niue","2019","50km",266.670100392882,1864
"76","NRU","Nauru","2019","50km",22.1510580966136,5885
"77","OMN","Oman","2019","50km",47332.7409982877,1702356
"78","PAN","Panama","2019","50km",49588.7886510965,3145684
"79","PCN","Pitcairn Islands","2019","50km",54.1939752707576,14
"80","PHL","Philippines","2019","50km",252217.593972087,86157522
"81","PLW","Palau","2019","50km",487.506089064966,19237
"82","PNG","Papua New Guinea","2019","50km",139227.273432856,2433050
"83","PRI","Puerto Rico","2019","50km",8970.47374321587,3206628
"84","PYF","French Polynesia","2019","50km",3063.78448663383,220803
"85","QAT","Qatar","2019","50km",9991.56791828488,2370149
"86","REU","Reunion","2019","50km",2512.65206471435,840170
"87","SAU","Saudi Arabia","2019","50km",112595.941096225,10092283
"88","SDN","Sudan","2019","50km",32863.1811183137,1402160
"89","SGP","Singapore","2019","50km",697.024675791709,6078480
"90","SLB","Solomon Islands","2019","50km",28532.827572718,527910
"91","SOM","Somalia","2019","50km",29624.4796624008,2810536
"92","SXM","Sint Maarten","2019","50km",38.007183115797,40623
"93","SYC","Seychelles","2019","50km",490.164991181113,83828
"94","TCA","Turks and Caicos Islands","2019","50km",991.45112604364,51326
"95","THA","Thailand","2019","50km",42767.3528061366,6316450
"96","TKL","Tokelau","2019","50km",15.667142769532,364
"97","TLS","Timor-Leste","2019","50km",14750.7798034289,1302087
"98","TON","Tonga","2019","50km",710.918665431546,97743
"99","TTO","Trinidad and Tobago","2019","50km",2821.49632132873,509264
"100","TUV","Tuvalu","2019","50km",41.7256053057579,6012
"101","TWN","Taiwan","2019","50km",17870.6652290085,11488841
"102","TZA","Tanzania","2019","50km",42747.7819919597,9893783
"103","UMI","United States Minor Outlying Islands","2019","50km",47.2682503712191,40
"104","USA","United States","2019","50km",30827.7585715707,9572532
"105","VCT","Saint Vincent and the Grenadines","2019","50km",397.945402476239,90832
"106","VEN","Venezuela","2019","50km",28821.6932984562,10622483
"107","VGB","British Virgin Islands","2019","50km",169.356708834683,33265
"108","VIR","Virgin Islands, U.S.","2019","50km",362.159801764775,100450
"109","VNM","Vietnam","2019","50km",55032.9055844216,19019458
"110","VUT","Vanuatu","2019","50km",12318.9857731128,256015
"111","WLF","Wallis and Futuna","2019","50km",155.740831769511,13376
"112","WSM","Samoa","2019","50km",2853.35947333388,182284
"113","XCL","Clipperton Island","2019","50km",10.0973004127489,0
"114","XPI","Paracel Islands","2019","50km",19.6775404555954,208
"115","XSP","Spratly Islands","2019","50km",1.87468551044417,64
"116","YEM","Yemen","2019","50km",38705.8908965614,4531761
"117","ZAF","South Africa","2019","50km",2403.16249518889,73956
