"","ISO3","NAME_0","Year","Distance","buffer_area_km2","pop"
"92","THA","Thailand","2019","5km",1842.60915640992,444024
"93","TKL","Tokelau","2019","5km",15.667142769532,364
"94","TLS","Timor-Leste","2019","5km",1864.6761435348,397788
"95","TON","Tonga","2019","5km",710.436305204349,97149
"96","TTO","Trinidad and Tobago","2019","5km",405.536031340096,53800
"97","TUV","Tuvalu","2019","5km",41.7256053057579,6012
"98","TWN","Taiwan","2019","5km",1635.355549296,392819
"99","TZA","Tanzania","2019","5km",5739.6017414059,4337801
"100","UMI","United States Minor Outlying Islands","2019","5km",47.2682503712191,40
"101","USA","United States","2019","5km",3552.46168455511,2146483
"102","VCT","Saint Vincent and the Grenadines","2019","5km",85.0009940023548,44726
"103","VEN","Venezuela","2019","5km",1568.38531797302,492682
"104","VGB","British Virgin Islands","2019","5km",169.356708834682,33265
"105","VIR","Virgin Islands, U.S.","2019","5km",357.240123132954,99435
"106","VNM","Vietnam","2019","5km",2755.02376824926,1771075
"107","VUT","Vanuatu","2019","5km",7568.26420749274,234311
"108","WLF","Wallis and Futuna","2019","5km",155.740831769511,13376
"109","WSM","Samoa","2019","5km",1560.45522650539,168101
"110","XCL","Clipperton Island","2019","5km",10.0973004127489,0
"111","XPI","Paracel Islands","2019","5km",19.6775404579778,208
"112","XSP","Spratly Islands","2019","5km",1.87468551044417,64
"113","YEM","Yemen","2019","5km",2582.10682638882,622368
"114","ZAF","South Africa","2019","5km",83.2700130170211,146
