"","ISO3","NAME_0","Year","Distance","buffer_area_km2","pop"
"58","MDG","Madagascar","2019","10km",21574.3952514095,2451850
"59","MDV","Maldives","2019","10km",299.684623448732,254802
"60","MEX","Mexico","2019","10km",22628.9860188234,4736975
"61","MHL","Marshall Islands","2019","10km",300.282751393591,32781
"62","MMR","Myanmar","2019","10km",6808.86509210497,386897
"63","MNP","Northern Mariana Islands","2019","10km",324.802160020543,48887
"64","MOZ","Mozambique","2019","10km",9445.0301130338,1180441
"65","MSR","Montserrat","2019","10km",100.645473903565,5229
"66","MTQ","Martinique","2019","10km",775.109880107024,320405
"67","MUS","Mauritius","2019","10km",1608.13480567883,1038408
"68","MYS","Malaysia","2019","10km",9464.62110499143,2370103
"69","MYT","Mayotte","2019","10km",391.665902424275,245401
"70","NCL","New Caledonia","2019","10km",10155.4259021803,226601
"71","NIC","Nicaragua","2019","10km",190.650409380116,6729
"72","NIU","Niue","2019","10km",266.670100392882,1864
"73","NRU","Nauru","2019","10km",22.1510580966136,5885
"74","OMN","Oman","2019","10km",5631.06151920411,632563
"75","PAN","Panama","2019","10km",6715.38422853975,290967
"76","PCN","Pitcairn Islands","2019","10km",54.1939752707576,14
"77","PHL","Philippines","2019","10km",100171.828365,35192691
"78","PLW","Palau","2019","10km",487.506089064966,19237
"79","PNG","Papua New Guinea","2019","10km",42666.3563753186,1526012
"80","PRI","Puerto Rico","2019","10km",3958.87450415803,1895220
"81","PYF","French Polynesia","2019","10km",2981.13435665255,220803
"82","QAT","Qatar","2019","10km",1465.65222320003,921189
"83","REU","Reunion","2019","10km",597.765168571508,366947
"84","SAU","Saudi Arabia","2019","10km",20748.3825820879,5052659
"85","SDN","Sudan","2019","10km",4988.31945237127,813097
"86","SGP","Singapore","2019","10km",252.366928805902,1762612
"87","SLB","Solomon Islands","2019","10km",23047.9221627658,480077
"88","SOM","Somalia","2019","10km",4252.72819110752,2034370
"89","SXM","Sint Maarten","2019","10km",38.007183115797,40623
"90","SYC","Seychelles","2019","10km",490.066516545308,83828
"91","TCA","Turks and Caicos Islands","2019","10km",909.674497313983,51326
"92","THA","Thailand","2019","10km",4004.04854881117,1149543
"93","TKL","Tokelau","2019","10km",15.667142769532,364
"94","TLS","Timor-Leste","2019","10km",4136.39601034502,557683
"95","TON","Tonga","2019","10km",710.918665431546,97743
"96","TTO","Trinidad and Tobago","2019","10km",540.292674443089,54739
"97","TUV","Tuvalu","2019","10km",41.7256053057579,6012
"98","TWN","Taiwan","2019","10km",3183.83283992239,835788
"99","TZA","Tanzania","2019","10km",10589.5310292464,6475417
"100","UMI","United States Minor Outlying Islands","2019","10km",47.2682503712191,40
"101","USA","United States","2019","10km",7181.50041899686,3966291
"102","VCT","Saint Vincent and the Grenadines","2019","10km",156.174463418037,62903
"103","VEN","Venezuela","2019","10km",3323.56224793195,1075961
"104","VGB","British Virgin Islands","2019","10km",169.356708834683,33265
"105","VIR","Virgin Islands, U.S.","2019","10km",362.159801764775,100450
"106","VNM","Vietnam","2019","10km",6153.19658150741,4043963
"107","VUT","Vanuatu","2019","10km",10818.6046010232,250473
"108","WLF","Wallis and Futuna","2019","10km",155.740831769511,13376
"109","WSM","Samoa","2019","10km",2469.16421546463,182043
"110","XCL","Clipperton Island","2019","10km",10.0973004127489,0
"111","XPI","Paracel Islands","2019","10km",19.6775404744515,208
"112","XSP","Spratly Islands","2019","10km",1.87468551044417,64
"113","YEM","Yemen","2019","10km",5453.22257631623,1064768
"114","ZAF","South Africa","2019","10km",218.780154059381,7202
